标题,来源,概要,内容,链接
【酷品】发光枕头,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,一盏有着柔软质感和温暖视感的灯，织物表面材质就如枕头一般柔软光滑，可以挂在墙上做壁灯、扔在地上做地灯、吊在顶上做吊灯、放在床上做床灯。, ,http://www.nfpeople.com/article/2449
酷品 | 回旋加速自行车,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,"回旋加速器是利用磁场与电场的相互作用，使带电粒子作回旋运动，并经高频电场反复加速的装置，多用于医疗、军事等方面。洛杉矶的Cyclotron设计团队打破常规，意欲用这款“回旋加速器”公路自行车改写自行车的历史。
金属打造的车身科技感十足，车灯由“自动光线传感器”控制，车轮内侧可发出蓝绿色的光，车座后侧的激光发射器还能在车身后方发出两条平行激光。提供电量的锂电池可在内部发动机不工作的情况下续航8小时，电量过低时，APP会发出提醒。
车架的选材也下了功夫，选用了轻量耐用的“碳纤维三明治”结构，为减小骑行时的空气阻力，设计团队使用了空气动力学的翼型管剖面。", ,http://www.nfpeople.com/article/5896
在路上 | 寻找澳门静土,稿源：南方人物周刊  |  作者： 文  孙凌宇  图/本刊记者  大食  日期： 2018-01-03,比起拉斯维加斯，澳门如同一个缩小的模型，没有那种全城皆欢的气势，但正是那些流露寂静的角落，让人觉得真实，感受得到温度,电影《伊莎贝拉》里，女主角梁洛施穿着绿色吊带背心、牛仔短裤和帆布鞋，漫无目的地走在澳门的老街。那些石路砖墙，透着一股和“赌城”截然不同的性格。当时心想，一定要在盛夏，光线猛烈的一天，穿成这样，去澳门走一趟。5年后，第一次来到澳门，阴天，下着小雨，我穿着长袖长裙，随意挑了辆酒店的穿梭巴士到了市区。天色如同巴士的外壳，灰头土脸。沿路的霓虹招牌还没来得及大放异彩，像个妆没卸干净的女子，有着宿醉的神情。想象破灭了。惟一不变的是，这确实是个适合行走的城市。我继续搭乘巴士，来到距离市区半个多小时车程的路环岛，成功摆脱了购物区的喧闹。沉思的老人与未破的棋局路环岛在澳门的最南面，是个自成一派的村落，岛上一应俱全，从下车的地方沿着山路往上走，会经过狗房、农场、骑马学校、监狱、警察学院、医院……这些机构分布在道路两旁，山脚的少年感化院和尽头的安老院，不知是不是巧合，但无疑是值得玩味的安排。我像闯进片场一样，紧凑地走完人生百态。直到看见几个穿着警服的年轻人在站牌下等车，才相信这不是一场装置，而是现实。老街留守的儿童被家人锁在屋内，铅笔盒不小心跌出窗外，看到摄影师经过，有礼貌地呼唤：“叔叔，帮我执（捡）下铅笔盒啦！”人工建筑中间，填充着茂盛的老树，一路上全是柠檬桉的味道，非常好闻。路不算太宽，偶有车子驶过，大多数时候都是安静的。“闲适”、惬意等字眼随着山风吹进脑海，快到山顶的时候，我原路返回，打算去村民聚居的山脚再好好看看。澳门人把摩托唤作电单车，再深的老街都可以穿梭而过山下的建筑外墙被整片整片不同的色彩覆盖，正红、果绿、浅紫、鹅黄、湖蓝……有人说这里集齐了澳门99%的色彩，真不夸张。行走其间就像走进一个巨大的调色盘，每个角落都明艳而饱满。澳门的建筑外墙，常被整片整片不同的色彩覆盖，行走其间就像走进一个巨大的调色盘，每个角落都明艳而饱满随处可见的，还有殖民地的印记。鹅黄色教堂是这里的地标之一，教堂前方有一片供游客休憩的空地，旁边是一间上了年纪的士多店，常常有电影把它选作重要物品的交接站，借此捕获周遭的风景。教堂往前是黄绿相间的图书馆，正中间保留着“biblioteca”的葡文字样。图书馆对所有人开放，墙上贴着许多海报，有关最近的讲座等文化活动。晚上回到澳门市区，去闻名已久的六记粥面。据说这里每天傍晚6点半才开业，人们大排长龙，就为一碗用传统手法制作的竹升面。店面已从最早的路边摊扩展至好几间，我特意在开店前十几分钟赶到，店门早已敞开，几个服务员坐在里面。问能否早点下单，摇摇手：不行，还没到时间。点了几样招牌食物，云吞、虾子竹升面和炸鲮鱼球，对于生活在广州的人来说，这些传统味道并没有什么惊喜；但一想到毕竟身处遍地赌场的城市，人们崇尚运气和不劳而获，踏踏实实做小本生意、手打鱼胶骑竿压面真是十分难得。从店里出来，过了马路便是泉利码头，又称为29号码头，码头间用方格状的铁网连接，透过“田字本”窥探海边，大型渔船一字排开，高高的桅杆上缠满了线。马路这边是昏黄的灯光，刚买完菜的妇人、打着电话的男子，摇摇晃晃地在路上移动，成堆的垃圾散发着异味；铁网另一边，是渔夫的生活场景：同样昏黄的墙壁，狭小空间内零落地放着桌椅，桌上放着一箱青岛啤酒，没有人。比起拉斯维加斯，澳门如同一个缩小的模型，没有那种全城皆欢的气势，但正是那些流露寂静的角落，让人觉得真实，感受得到温度。Tips1.告别夹杂台风和雨季的夏天，秋冬是最适合前往澳门的时间。每年10至12月，这座沿海小城秋高气爽，游人可以晒着恰到好处的太阳，走过一座座教堂。2.每年12月，拉丁城区会举行艺术幻彩大巡游，来自世界各地的舞蹈团、木偶团等表演队伍以及数以百计的本地演艺精英，将穿梭于澳门的大街小巷。3.玛嘉烈葡挞、陈光记烧腊、恒友鱼蛋、大利来猪扒包……值得一试。在清平直街、福隆新街、大三巴街、氹仔官也街一带的小吃集中地，不愁找不到心头好；想品尝正宗葡式佳肴则可前往船屋葡国餐厅，老板是地道葡萄牙人，从店内装潢到菜式风味都透着浓浓的异国气息，参观完附近的海事博物馆，等待你的便是船屋炒蚬、椒盐中虾、非洲辣汁鸡等丰富大餐！,http://www.nfpeople.com/article/5033
酷品 | 镂空枕头,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,东京YOY工作室的设计理念是讲述空间与物体的故事。其最新作品——花边枕头与日本三井化学公司合作，周身镂空，却弹性十足，选用轻质又极具弹性的聚酯氨材料STABiO制成。聚氨酯是一种新式有机高分子材料，被誉为“第五大塑料”。, ,http://www.nfpeople.com/article/5935
幸福课 | 假如爱人背叛了你,稿源：南方人物周刊  |  作者： 文 游识猷  日期： 2018-01-03,​爱是一道光——若是爱人出轨，爱就成了一道绿光。,爱是一道光——若是爱人出轨，爱就成了一道绿光。 本该轻易察觉到爱人出轨，毕竟你熟悉Ta的一举一动，而欺骗和背叛往往伴随着小习惯的改变：他聊天时漫不经心，说周末踢球时却一直盯着你的眼睛；她语气斩钉截铁，提起上次出差却有点含糊不清……那些小事刺了一下你的心，但马上又接着正常跳动——那是你的爱人啊，爱之，则信之。不是吗？信得多深，就会摔得多疼。爱人的背叛不仅令人疼痛，还伴随着信念崩塌和自我怀疑。那些自问令人饱受折磨，正因如此，若爱人出轨，第一件事就是重建对自己、对世界的信念。被爱人骗的人很可能没什么错，被骗的惟一原因就是他们自己很诚实。人们往往以己度人，越是诚实的人，越认为爱人和自己一样诚实；越是惯于撒谎者，越认为爱人跟自己一样有机会利己时自然会说谎，于是他们撒谎时更没有心理负担——反正大家半斤八两，拼的只是机会和技术。当诚实的人恋上了惯性撒谎者，早晚会因自己的诚实而遭遇羞辱（Honesty-Humility）。但信任是我们生活中必不可少的一部分，尤其在亲密关系中，越是深爱，自然越是信任。假如你因为开始时太过相信爱人而被骗，问题不在你身上。第二件事，是接受现实。时光难倒转，覆水难收回。无论你多希望一切从未发生，否认现实都只会让你过得更糟。可以从不同角度来看待现实。承认自己被背叛被伤害，同时将这看作一次自我成长的机会。寻求专业心理治疗师的帮助，寻求亲人朋友的支持。不要在人前假装一切都好，却在人后独自承受痛苦，用工作、喝酒、抽烟甚至自残来麻痹自己。第三件事，不报复。报复的滋味并不如你想象般甘美。报复是先伤己，才伤人。实际上它会延长痛苦。策划报复的被骗者承受压力的时间更长，更难以开始新生活。其次，报复往往会引发对方的新一轮报复。不在自己身上的伤，再重都是轻伤。人们往往会低估自己对别人造成的伤害。对方自认给你造成了10点伤害，而你实际感受到的伤害是15点，因此你策划了一个“能给对方造成15点伤害”的“公平报复”，这回对方感受到了20点痛楚……如此循环往复，不断升级。你本可以在3个月内痊愈，最后却在这样的“以牙还牙”里蹉跎多年。最后一件事，考虑是否要继续和爱人在一起。 前三件事都可以独立完成，但最后一件事，必须有背叛者参与。背叛者是初犯还是一犯再犯？是真的悔过还是试图轻描淡写？不要让背叛者将出轨的理由推到“你不够好”上，即使你不够好，即使你们之间的关系出了问题，一个负责任的爱人也应该直接跟你沟通，或寻求婚姻咨询。假如背叛者意识不到自己的责任，或者无意结束出轨、无法理解你的伤痛，那么即使继续，你也可能一再受伤。当然，即使在这样的情况下，你也有权选择继续和这样的爱人在一起。人们可以为了种种理由继续一段亲密关系，只是不要欺骗自己，假如爱人没有给你值得相信的理由，不要强迫自己去相信。惟有爱人能伤我们那样深，惟有我们能治愈伤得那样深的自己。爱人背叛后，该问哪些问题？可以问的问题，这些问题有助于你清醒评估是否继续与爱人的关系    背叛的对象是谁？你们是怎么遇见的？怎么开始的？你们间的关系持续了多久？现在你们的关系彻底结束了吗？你们现在还有任何联系么？你未来还会跟对方打交道么？都有谁知道你们之间的关系？你“当时”（不是现在）是怎么想的？为什么“当时”（不是现在）会认为自己可以出轨？不建议问的问题，这些问题无助于你评估状况，反而会给你增添无谓的痛苦对方比我好在哪里？你们多久做一次？一次做多久？你在床上感觉如何？你们之间的性比我们之间的性要好吗？对方比我更有吸引力吗？我比起对方到底缺了什么？,http://www.nfpeople.com/article/7026
【酷品】鱼丸怪兽椅,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,新加坡设计师Jason Goh的创意。虽说它的外形像鱼丸变身后的绒毛怪物，有点恐怖，但内里安装了情绪灯，能让人躺着舒服地读书和休息。, ,http://www.nfpeople.com/article/1650
酷品 | 气球空气净化器,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,充分净化空气，最好的办法就是让净化器在空气中“巡逻”，看到灰尘就将其抓获。波兰设计师Jan Ankiersztajn设计了一款这样会飞的空气净化器，名叫“气球（Aeroball）”。, ,http://www.nfpeople.com/article/3376
酷品 |懒人跑鞋,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,耐克近日推出了一款HyperAdapt 1.0运动鞋，它能根据脚的大小自己系鞋带。鞋子内置微型电动机，负责调节鞋带的松紧。当你穿上鞋后，脚跟便会触发内部传感器，从而感应脚的大小并进行调节。电池隐藏在鞋底，利用无线感应进行充电，充3小时便可使用几周。, ,http://www.nfpeople.com/article/5335
酷品 | 便携充气小艇,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,美国飞行员Dave Yonce想享受在水上漂浮的感觉，于是和两个儿子头脑风暴设计出这个单人充气艇。自2008 年设计出第一代气艇至今，已经出了四代，设计也趋向成熟。GoBoat折叠后很容易塞进汽车后备箱，且适配简单的曳电机，主干部分的座位上有高速手动泵，几分钟就可将充气艇搭好，可站可坐，可垂钓、嬉戏、观光。, ,http://www.nfpeople.com/article/5605
酷品 | 阿斯顿•马丁手机,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,"007御用座驾阿斯顿•马丁推出的跨界产品——AMR 808智能手机，将于12月15日登陆伦敦Selfridges百货。它不如007强悍，硬件配置包括4.7英寸720P显示屏、高通骁龙801处理器、2GB RAM+32GB存储、1300万像素摄像头、2000mAh电池，略让人失望。当然，传统硬件从来不是奢华手机的卖点，考究的做工、人性化设计才是。AMR 808在听筒周围集成了陶瓷材质，用于减少辐射；屏幕表面也选用了蓝宝石玻璃，防止划伤。
普通版售价超过6000美元。", ,http://www.nfpeople.com/article/4710
酷品 | 特工腕带,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,看过特工电影的小伙伴一定非常羡慕电影中的高科技工具，致力于应用人体器官来充当交互界面的Innomdle Lab公司也一样。近日，该公司在众筹平台推出了自己的SGNL腕带——一款可以让手指直接接听电话的产品。它利用骨传导技术，在腕带内设置特殊材质和组件，将声音转化成特殊的振动信号。当手指放在耳朵内沿的时候，骨传导技术会将信号传至耳朵里，在通过蓝牙与智能手机相连之后，就可进行正常通话了。, ,http://www.nfpeople.com/article/6138
酷品 | 星空镜,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,设计师Audrey Yrieix设计的星空镜就像一块放大镜，对准星空，触摸屏幕选择区域，就能将看上去毫无关联的星星连线，帮你发现和识别星座。有趣的是，它背面内置了微型投影机，能将星空投影至房间天花板上。, ,http://www.nfpeople.com/article/3375
升级饮水 妈妈在行动,稿源：南方人物周刊  |  作者： 文  任武  日期： 2018-01-03,昆仑山始终致力于为国民奉献优质稀缺的健康好水，提升国民生命质量。,饮水安全正在成为当前中国消费者最关注的社会和民生问题。根据检测机构公布的一个数据，近10年来我国水污染事件高发，每年都在1700起以上。除此之外，全国十大水系有一半都遭到了水质污染；国控重点湖泊水质则有四成遭到了污染。因为自来水的水源一般来自城市周边的地表水或地下水，虽然经过了多道杀菌、消毒等复杂的工艺流程，但水质仍然参差不齐。2014年3月环保部发布的首个全国性大规模研究结果，我国有2.8亿居民正在使用不安全的饮用水。儿童饮水更是成为大家关注的话题。关于儿童饮水的重要性，李复兴教授的答案有理有据：“有权威机构在几个一线城市做过调查，中国2/3以上的中小学生存在饮水不足，70%以上的孩子用碳酸饮料、果汁、奶制品替代日常生活中的饮水，孩子处于成长和发育的重要阶段，一方面，缺水有可能影响孩子的大脑发育和认知能力，另一方面，喝水是补充矿物质、微量元素的重要渠道，饮水不健康可能造成孩子的营养失衡。”在媒体上，这位权威水营养专家被称作“中国最会喝水家庭”的男主人，他说：“对于饮水健康的忽视，不仅体现在成人的饮水上，也直接影响到目前孩子的健康饮水。”中国的妈妈们，不仅要让孩子喝水，还要想办法让他们喝安全的水、健康的水。在他眼中，“一个非常严重的现实，那就是大众对于饮水健康普遍存在一种麻木和漠视。”除了自来水，妈妈们可以选择的水有三种，纯净水、矿物质水，或是矿泉水。其中，纯净水是以自来水为水源，用技术手段去除其中的杂质，这种方法，除去了水中对人体有害的有机和无机污染物，也去掉了水中原有的有益于人体的矿物质（钙、镁、钾等），这也就使得长期饮用纯净水同样存在巨大的健康风险。而矿物质水是在纯净水的基础上人工添加了微量的矿物质类食品添加剂而成。这种添加，主要效果是改善了口感，于是，从健康饮水的角度来说，饮用兼顾安全与健康的优质天然矿泉水是比较好的选择。然而，标准之争引发公众对瓶装水的不信任感。国内著名天然水被指标准不如自来水，媒体更曾曝出部分企业家不喝自家水，一时间，瓶装水行业面临信任危机。事实上，在中国的所有包装水中，矿泉水的标准是最规范、最完善的，矿泉水要有勘察、水质、分析、检验、卫生等标准，不仅水质好，一系列的指标也是最严格、最规范的。于是，矿泉水的品质的差异，主要便表现在水源上。根据《中国居民饮水指南》，水源来自高海拔无污染的雪山矿泉水正是等级最高的一级饮用水。在各种矿泉水中，李复兴推荐了昆仑山雪山矿泉水。“长白山、青藏高原、广西巴马等水源地，我都亲自前往考察过，青藏高原昆仑雪山是目前国内最有代表性的珍稀水源地。”根据专家介绍，大多一级水大都处于3000米以上的高海拔线上，这样才能远离人为污染，使得品质更安全。而昆仑山雪山矿泉水的水源地位于青海省格尔木西大滩的昆仑雪山，海拔六千多米的昆仑山玉珠峰，终年被积雪覆盖，人烟稀少，远离现代工业，高海拔、零污染确保了昆仑山雪山矿泉水的纯净无污染。积雪融化后渗入地下，经历超过50年的漫长天然矿化过程。在这个过程中，不仅保证了水质纯净，而且赋予了雪山矿泉水丰富均衡的矿物质和微量元素，如锶、钾、钙、镁、偏硅酸等多种人体所需矿物质、微量元素，非常有助于儿童的发育和成长，而世界稀有的弱碱性小团分子水，更有利于人体快速吸收。为了确保得天独厚的水源地品质不被人为破坏，昆仑山设置了高于国家标准要求的水源地四级防护区，实行全天24小时监控。2013年，昆仑山雪山矿泉水凭借在水源地保护方面的卓越成绩，一举荣膺联合国环境署授予的“中国优秀环境规划证书”。被联合国副秘书长、环境署执行主任阿希姆·施泰纳誉为国际级矿泉水的典范。而另一个荣誉则来自伯克利斯普林斯国际品水大赛。在这项每年在美国西弗吉尼亚举办的品水大赛上，由世界知名的品水大师及专业评委，从外观、气味、味道、口感、回味和综合素质6个维度对水进行品鉴和评审。在这个世界上最具权威性和全球规模最大的饮水评选活动中，昆仑山是中国第一个、也是唯一一个摘得世界金奖的好水。对于专业运动员来说，日常饮食直接影响着他们的身体状况，因此对饮水的选择非常苛刻。2010年广州亚运会中，昆仑山雪山矿泉水是官方指定饮用水，在中国网球公开赛中，昆仑山也是唯一指定饮用水。昆仑山始终致力于为国民奉献优质稀缺的健康好水，提升国民生命质量。昆仑山雪山矿泉水品牌副总监杜文汉表示：“昆仑山一直倡导健康饮水、升级饮用水，让消费者科学饮水，学会选水、辨水，喝上健康的好水是我们义不容辞的责任。对于孕妇群体更是如此，孕妈咪是一个特殊群体，她们的身体承载着宝宝未来的健康，因此更要特别重视。最新的调查数据显示，通过孕妈咪饮水课堂的推广，相比2012年，昆仑山雪山矿泉水在孕妇群体中的知名度和渗透率大幅提升。天然纯净、营养均衡的雪山矿泉水正成为越来越多孕妈咪的首选，健康饮水被更多孕妈咪重视。我们期待昆仑山能够引领孕期饮水升级时代的到来。”而李复兴也表示，“目前一线大城市很多妈妈已经开始关注到孩子的饮水问题，选择在上学前给孩子的书包里放上一瓶昆仑山，这是一个非常好的习惯，值得广泛推广。”,http://www.nfpeople.com/article/3770
酷品 | 海葵浴缸,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,Irene Samoylova设计的这款浴缸，能让人们产生在活着的海葵中沐浴的感觉。它应用了仿生学原理，将形状设计成海葵的模样，浴缸内部的小刺是有弹性的，沐浴的人躺进去，小刺就会被压倒。, ,http://www.nfpeople.com/article/5492
在路上 | 济州，为一粒鲍鱼而来,稿源：南方人物周刊  |  作者： 文、图  叶舒婧  日期： 2018-01-03,​不过短短几天，济州岛就拿下了我吃货生涯的好几个最,不过短短几天，济州岛就拿下了我吃货生涯的好几个最。最好吃的橘子、最鲜甜的草莓、最美味的鱼鲜刺身、最价廉物美的野生鲍鱼……它一下子颠覆了此前我对韩国的偏见。何况小岛免签证，随时可以来一场说吃就吃的旅行。到韩国后立刻成了文盲，这不适感反倒增添了乐趣，若没有一点磕磕碰碰，哪里还有旅行的新鲜刺激？为了在济州东门市场吃一份鲍鱼刺身，先在中日英语间不断切换，又加上肢体语言：指指水缸，用手做一个切的姿势再伸进嘴巴里。万幸，刺身（saximi）在韩语里和日文发音一样，最后总算找到一位会点日语的老爷爷，捞了几个鲜活的大鲍鱼，挖出肉，切掉部分肚肠，直接递给我们。“就这么吃？”“这样吃就可以了，我给你个辣椒酱蘸着吃也行。”老爷爷说完潇洒地丢过来一小盒辣椒。海鲜市场济州岛跟日本一样，也有吃鱼生的传统，最大的不同是蘸料，日本多用山葵和酱油，这儿更豪迈，索性用辣椒酱，也可以点一点清纯的麻油，甚至直接拿泡菜一包往嘴里塞，把生菜包肉的吃法无缝对接到刺身上。鲍鱼刺身跟想象中有些不同，脆脆的口感像软骨，带着海水的咸香，果然只要这么吃就已经完美。菜市场的泡菜摊南端的西归浦市小巧玲珑，用不着按图索骥，觅食的方法就是扫街，往当地人多、乌烟瘴气的地方钻准没错。跨年夜，一个海鲜锅端上来，我瞬间原谅了满大街炸鸡啤酒的庸俗。数了一下，整整20只肚子朝天的野生小鲍鱼、一整条还在张牙舞爪的活章鱼，拨开层层叠叠的鲍鱼群，下面居然还垫着大虾和贝类。鲍鱼海鲜锅在韩国吃饭时，桌上总会放一把吓人的大剪子，温柔的老板娘刷刷两下将章鱼五马分尸，顺势把泡菜豆芽剪成适合入口的大小。随着火力渐猛，鲍鱼们不断蠕动，看起来很痛苦，事实上它们没有神经线，不会有太大感觉。剥一粒鲍鱼肉，闷一口清酒，甘香立刻升华。热闹的韩式小馆子海边小店多做鲍鱼粥，黄绿色浓稠的粥底，浓缩着带强烈腥味的鲜美；鲍鱼海胆面难得清洌，是原汁原味的粤菜风范；再到蔡澜推荐过的西归浦大盈鲍鱼三吃，终于让我集齐了鲍鱼的N种打开方式。相比富贵逼人、正襟危坐的干鲍，济州岛的野生鲍鱼简直像下酒菜一样随意。水产市场外，几位七十多岁的老太太坐在路边摆摊，脚下直挺挺躺着章鱼、鲍鱼和海参，她们便是传说中亲自下海捕捞渔获的海女。一位烫着时髦卷发的老太太怕我们不明白，做了一个猛子扎入水中抓捕的姿势。这项夕阳产业在日本因一部晨间剧《海女》而焕发生机，济州岛却依然后继无人。走到大浦柱状节里带的海边，会看到不少观光海女在兜售鲍鱼章鱼，古老职业重新包装，打上潮流标签，立马就成了复古新时尚。贩卖鱼鲜的海女每有客人走过，卷发老太太就往章鱼脸上“砰”地打一拳，章鱼气鼓鼓地扭动起来，以示自己的鲜活。有点像大理街头常见的卖菌子的妇女，一个从大山里来，一个从海边来，她们的日常极其简单，用大自然的馈赠和体力换生活，卖完即收摊回家，绝不拖泥带水。海女们多是家里的经济支柱，也是村里最富有的女人，常年潜水令她们拥有傲人的优美曲线和强壮身体，危险的大海造就了见惯海阔天空的气势，那一种没头没脑的单纯勇气倒是最为动人。如果有下辈子的话，我也想要跟鲍鱼过一生。Tips1. 济州东门市场和西归浦的每日市场值得一逛，但多数直接卖海产品和蔬果，语言不通的情况下，很难在附近找到帮忙加工的小店（建议入住带厨房的家庭旅馆）。市场有切好的刺身拼盘售卖，也可以买鲍鱼、海螺、章鱼等回来下锅烫，稍微蘸一点盐和辣椒酱就很美味。2．济州岛的主要交通工具是公共巴士，普通巴士1200韩币一位，不赶时间的话可以坐着环大半个岛，非常划算。途经很多景点的600路豪华巴士则贵一些。某些郊区小站巴士班次少，最好事先查询时刻表。,http://www.nfpeople.com/article/5122
酷品 | 拜亚旗舰T1平衡线版,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,德国拜亚新推出旗舰型号T1的平衡线版，线材采用高端cardas拜亚特别定制平衡耳机线，原厂搭配调音，双边入线，4芯平衡插头，并配有6.35mm转接头。相比T1普通版，具有更加宽大和纵深的声场、丰富的细节和细腻温润的音质表现。售价：8200元。, ,http://www.nfpeople.com/article/3110
酷品 | 无人车探路者,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,大家都在关心Google无人驾驶汽车的时候，英国人宣布他们造出了“LUTZ探路者”。这辆看上去和Smart大小相近的车子由牛津大学的移动机器人小组提供技术支持。它可以运送两个成年人及其行李，最远可以行驶40英里，速度最快可达每小时15英里。, ,http://www.nfpeople.com/article/3638
【酷品】无线充电裤子,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,英国时装设计师 Adrien Sauvage 联手微软推出了一款无线充电裤子，穿上它就可以随时随地为数码产品充电。这款装有诺基亚DC-50无线充电板的裤子将在3个月后进入亚马逊在线时装商店， 预计售价为340美元。问题是，它清洁起来可能比较麻烦，有洁癖的童鞋请绕道。, ,http://www.nfpeople.com/article/2556
酷品 | 天气模拟器,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,"在各类天气预报app费尽心思打造更逼真的天气动画时，有人另辟蹊径做出了一款天气模拟器Tempescope。在一个高36.5厘米，长、宽均为10.5厘米的立方体盒子里，你可以看到未来的天气。不是文字，也并非图片动画，而是真正的雨、云雾和闪电。它利用超声波技术、LED灯、风扇、泵和冷凝器，模拟出4种天气。用户只需在手机下载相应的app并与Tempescope相连，就可以使用手机控制天气模拟器了。
更特别的是它的手动控制模式，用户可以随意选择一种天气，无论外面刮风下雨，Tempescope都可以给你一个专属“小气候”。", ,http://www.nfpeople.com/article/4711
【在路上】齐陶 与捷克波兰为邻，却比美国还远,稿源：南方人物周刊  |  作者： 图/文 张海律  日期： 2018-01-03,“从来没有，如今也没人会说。是的，我们生活得如此之近，却感觉比美国还要遥远。”,德国和波兰的边防警察站在集市广场，往东3公里是波兰，往南4公里是捷克。街道上并没有想象中口岸的喧嚣与混乱，你将鲜少听到迥异的波兰语和捷克语，也不太能见到悬着PL和CZ标志的邻国车牌。在这个开放欧盟不起眼的一隅，最大的移民群体竟然是越南人。1975年，西贡陷落后，逃难的南越人去了巴黎开餐馆，胜利的北越人来了东德做工人。当时，有着较发达纺织工业的民主德国东南部对外籍劳工的需求旺盛，而社会主义阵营盟友间的互助协定，让统一后的越南人以劳务输出的身份涌来，渐渐超过西部联邦德国的前南越难民群体，并最终成为当今德国人口中最大的亚裔族群。后来，两德统一，工厂却一发不可收拾地迅速倒闭，而曾经的纺织姑娘并没有因此返乡，老去的她们携着退休劳模的荣耀，开着被欧宝集团翻新的东德汽车瓦特堡，经过这个她们早已熟悉的他乡广场。当然，除了广场一侧描着熊猫竹子的越南餐厅，未经二战摧残的齐陶，呈现于人们视野中的，始终是精致的巴洛克式喷泉、意大利豪华宫廷般的市政厅及漂亮的旧城区住宅。顺着青草间残缺的城墙砖块，走过新古典主义风格的圣约翰教堂、迷人的盆景钟表以及容纳了公共图书馆和餐厅的旧时盐仓，就可以来到小城最引以为豪的骄傲之域——Kirche zum Heiligen Kreuz博物馆。这座曾经的教堂，在祭坛前虔诚供奉着画幅巨大的“四旬期帐幕”（Grosses Zittauer Fastentuch），与建筑同高的亚麻织毯被分割成九十多块图画，展现着从《创世记》到《最后审判》的完整《圣经》故事。诞生于1492年的这块织毯，最初用于天主教40天的大斋期，横亘于祭坛和信众之间。17世纪初，改宗后的新教徒，在同时段的预苦期，继续膜拜着这幅宏大的帐幕。不远处的文化历史博物馆内，还有另一幅“小四旬期帐幕”，以40幕耶稣受难标记呈现于织毯上，这也是全球七帷同题材帐幕中惟一的幸存者。作为在无信仰民主德国年代长大的年轻人，当地旅游部门负责人Kai可搞不清这么多宗教故事，他把我带到旧城区外一座有着密集窗户的建筑前，“这是曾经的老监狱，凯特·温丝莱特和拉尔夫·费恩斯都在里面蹲过。”这里是电影《朗读者》的外景地，故事里那个为了尊严甘愿把牢底坐穿的纳粹女文盲，就是在这里服刑的。虽然两位大牌英国明星合演了这部奥斯卡佳作，但拉尔夫·费恩斯的“入狱”，则是等到了今年的《布达佩斯大饭店》，他所扮演的金牌门童，因涉嫌谋杀，被刚上台的法西斯送到这里。在柏林和格尔利茨分别生活了12年和10年后，38岁的Kai下决心回到家乡。在回答我为什么要回到这座小城生活时，他突然像曾经戴着蓝领巾的少先队员那样，正色道，“我得为家乡发展做贡献。”“出狱”后，我们一同来到一个想象力卓绝的波普社区，大鱼骨架悬挂在街道两侧的楼房中，轻盈的舞者在墙面飞檐走壁，爬过安静天使的葡萄藤送到恶狗嘴边，转角处在乐师的伴奏下，一只公羊将脑袋探到另一条路上。1970年代，Kai和他那位从科特布斯俱乐部退役的球员老爸（是的，邵佳一的前辈），搬到了这个一度单调且丑陋的社会主义居民大楼中。直至近年，来自柏林的墙面装置艺术家Sergej Alexander Dott才施展绝活，将这里变成色彩鲜艳的梦幻乐园。建筑或许确是从灰暗变绚丽了，但永远敌不过记忆里阳光灿烂的童年。住宅里，和Kai一样，看了世界一圈回来的本地中年，开始怀念那些取下蓝领巾相互抽打同学的愉快时光。往东3公里是波兰，往南4公里是捷克。“你们上学那阵要学他们的语言吗？”“从来没有，如今也没人会说。是的，我们生活得如此之近，却感觉比美国还要遥远。”新古典主义风格的圣约翰教堂小城歌剧院TIPS：1.齐陶有直达德累斯顿（2小时）和格尔利茨（40分钟）的火车，前往柏林需在科特布斯换乘。往南有火车可前往捷克苏台德地区。2.齐陶及其行政上隶属的格尔利茨，近年来因极具优势的减免税政策和亘古不变的中世纪街道，成为中欧最热门的电影外景地。《朗读者》《环游地球八十天》（成龙版）《偷书贼》、《无耻混蛋》《布达佩斯大饭店》等好莱坞大制作电影，均在这里取景。,http://www.nfpeople.com/article/2297
酷品 | 一秒折叠家具,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,设计师Liddy Scheffknecht&Armin B.Wagner带来了这款名为“Pop Up Furniture”的折叠家具。他们看起来像是一张超大体积的贺卡，要是放在家里实在很方便，并且节省空间。, ,http://www.nfpeople.com/article/5604
